Contact Type,Email,First Name,Last Name,Mailing City,Mailing Country,Mailing State/Province,Mailing Street,Mailing Zip/Postal Code,Organization Type,Phone
,Nicholas.Martin@yahoo.com,Nicholas,Martin,Tallahassee,United States,Florida,714-6567 Est St.,12377,One-to-One Individual,517212999
Educator,Michael.Bailey@hmail.com,Michael,Bailey,Cantaro Village,Trinidad and Tobago,Santa Cruz,714-6567 Est St.,0,School,1-606-7459342
Youth,Fiona.Cameron@chnnyc.org,Fiona,Cameron,,,,,4286,One-to-One Individual,
,Alexander.Nolan@sbcglobal.net,Alexander,Nolan,SAINT CHARLES,United States,Missouri,3133 Nibh. Rd.,96676,One-to-One Individual,8980504130
Educator,Rachel.Wallace@cisd.org,Rachel,Wallace,,United States,TX,,,School Group,2108509056
Adult,Thomas.Nash@gmail.com,Thomas,Nash,,,,,4729,One-to-One Individual,
Adult,Rose.Paterson@gmail.com,Rose,Paterson,Waterford,Canada,ON,592-1736 Maecenas St.,N1E 0Y8,One-to-One Individual,(502) 457-9841
Educator,Adrian.Mackenzie@dallasisd.org,Adrian,Mackenzie,,United States,TX,,,,774.393.7284
,Abigail.Morgan@hotmail.com,Abigail,Morgan,Chicoutimi,Canada,Quebec,3675 Mauris. Avenue,g1j6c8,One-to-One Individual,2241879379
Adult,Sally.Ball@sbcglobal.net,Sally,Ball,Cupertino,United States,CA,3675 Mauris. Avenue,39137,,(848) 821-9197
Educator,Audrey.Short@ems-isd.net,Audrey,Short,,United States,TX,,,,(283) 430-6926
,Karen.Russell@yahoo.com,Karen,Russell,Thornhill,Canada,Ontario,3395 Parturient Ave,L6J 7N9,One-to-One Individual,744-464-1437
Adult,Zoe.McLean@gmail.com,Zoe,McLean,Seattle,United States,WA,3395 Parturient Ave,20156,One-to-One Individual,(208) 612-9762
Educator,,Amelia,Thomson,,,,,,,(357) 063-3801
,Christopher.Alsop@shaw.ca,Christopher,Alsop,Calgary,Canada,Alberta,992-8158 Libero St.,T5E 4Y6,One-to-One Individual,2767787203
Adult,Cameron.Forsyth@hotmail.com,Cameron,Forsyth,Keswick,Canada,ON,992-8158 Libero St.,L4P 0N4,,(220) 426-4682
Adult,Tracey.Harris@hpisd.org,Tracey,Harris,,,,,,School,(291) 493-1090
Adult,Paul.Vaughan@hennsberg.de,Paul,Vaughan,Neunkirchen-Seelscheid,Germany,NRW,"558-7946 In, Avenue",34034,One-to-One Individual,7.29E+11
Adult,Alexandra.Wilkins@sympatico.ca,Alexandra,Wilkins,Ottawa,Canada,ON,"558-7946 In, Avenue",K2V 7N8,One-to-One Individual,(838) 105-0522
Educator,Ava.Churchill@hpisd.org,Ava,Churchill,,United States,TX,,,School,(331) 801-1384
Adult,Pippa.Kelly@yahoo.com,Pippa,Kelly,South San Francisco,United States,CA,"P.O. Box 750, 7226 Eu Av.",99885,One-to-One Individual,(943)587-0036
,Dorothy.Bell@aol.com,Dorothy,Bell,Bronx,United States,New York,"P.O. Box 750, 7226 Eu Av.",18986,One-to-One Individual,528-020-2895
Educator,Jason.Hunter@hpisd.org,Jason,Hunter,,United States,TX,,,School,(655) 349-2101
Adult,Jason.Paterson@gmail.com,Jason,Paterson,Denver,United States,CO,"P.O. Box 368, 5431 Purus, Rd.",55051,One-to-One Individual,(723)081-9949
Adult,Megan.Blake@telus.net,Megan,Blake,Calgary,Canada,AB,"P.O. Box 368, 5431 Purus, Rd.",T8H 6S6,One-to-One Individual,(673)131-0366
Educator,Austin.Simpson@hpisd.org,Austin,Simpson,,United States,TX,,,School,(423) 061-7157
Adult,Grace.Hamilton@yahoo.com,Grace,Hamilton,Springfield,United States,MA,662 Sed Ave,4409,One-to-One Individual,(302) 394-3766
Adult,Dylan.Cameron@rbc.com,Dylan,Cameron,Pierrefonds,Canada,QC,662 Sed Ave,H1J 2L1,,414-555-9270
Educator,Natalie.Davies@hpisd.org,Natalie,Davies,,United States,TX,,,School,(135) 095-3605
,Sam.Jones@hotmail.com,Sam,Jones,,,,,,One-to-One Individual,
,Emily.Rutherford@gmail.com,Emily,Rutherford,Dubai,United Arab Emirates,Dubai,Ap #645-5494 Aliquam Street,159,One-to-One Individual,2.44E+11
Educator,Rebecca.Clark@huttoisd.net,Rebecca,Clark,,United States,TX,,,,8571180201
Adult,Joseph.Knox@gmail.com,Joseph,Knox,New York,United States,NY,,6669,One-to-One Individual,7165660925
,.Butler@aol.com,,Butler,Beach Haven,United States,NJ,952-4695 Elit. Rd.,8298,One-to-One Individual,596-787-2346
Educator,Trevor.Gill@ldisd.net,Trevor,Gill,,,,,,,(481) 231-2508
Adult,Julian.North@gmail.com,Julian,North,,US,,,3018,One-to-One Individual,662-462-9261
Educator,Alexandra.Paige@monticello.k12.mn.us,Alexandra,Paige,,United States,MN,,,One-to-One Individual,144-640-1185
Educator,Charles.Graham@ldisd.net,Charles,Graham,,United States,TX,,,,(303) 813-1522
,Diane.Dyer@hotmail.com,Diane,Dyer,Ottawa,Canada,Ontario,775-9529 Sed St.,K3Y 1Y5,One-to-One Individual,291-663-8720
,.Roberts@gmail.com,,Roberts,Cape Vincent,United States,NY,775-9529 Sed St.,73028,One-to-One Individual,618-410-1670
Educator,Anna.Payne@ldisd.net,Anna,Payne,,,,,,,(259) 445-4717
,.Davidson@polishedperfect.com,,Davidson,Newport Beach,United States,CA,"P.O. Box 761, 3868 Egestas. Street",82312,One-to-One Individual,
Educator,Anne.Ball@sd6.bc.ca,Anne,Ball,Golden,Canada,British Columbia,"P.O. Box 761, 3868 Egestas. Street",V9A5H8,One-to-One Individual,051-321-7235
Educator,Sean.Gray@ldisd.net,Sean,Gray,,United States,TX,,,,9989199723
Adult,Anna.Wilson@schools.nyc.gov,Anna,Wilson,,,,,52396,One-to-One Individual,
,Rose.Arnold@hotmail.com,Rose,Arnold,Toronto,Canada,Ontario,597-7591 Mauris Street,m2j8t8,One-to-One Individual,2336441665
Educator,Sophie.Berry@roundrockisd.org,Sophie,Berry,,United States,TX,,,School Group,(299) 806-6153
Adult,Dylan.Lawrence@sbcglobal.net,Dylan,Lawrence,,,,,2581,One-to-One Individual,
,.Powell@paintedswan.com,,Powell,Brooklyn,United States,NY,"P.O. Box 236, 3324 Quisque Rd.",91915,One-to-One Individual,305-787-9073
Educator,,Vanessa,Ball,Asheville,USA,NC,"P.O. Box 236, 3324 Quisque Rd.",46373,School,(103) 301-9489
Adult,Amanda.Lee@sbcglobal.net,Amanda,Lee,,,,,8787,One-to-One Individual,482-507-5787
,.Paterson@redbirdtrading.com,,Paterson,Newburyport,United States,MA,"Ap #935-3969 Et, Road",9367,One-to-One Individual,800-920-1421
Educator,Joanne.Baker@pentlandfieldschool.co.uk,Joanne,Baker,London,United Kingdom,London Borough of Hillingdon,"Ap #935-3969 Et, Road",UB71 3TS,School,
Adult,Gordon.Turner@afterschoolallstars.org,Gordon,Turner,,,,,12238,One-to-One Individual,
,,,Payne,Provincetown,United States,MA,311-8970 Pellentesque. St.,9476,One-to-One Individual,
Adult,Caroline.Martin@shelby.kyschools.us,Caroline,Martin,,United States,KY,,,School,922-267-2371
Adult,Lisa.Hudson@gmail.com,Lisa,Hudson,,,,,45167,One-to-One Individual,
TBD,Kevin.Fisher@utschools.ca,Kevin,Fisher,,,,,,,9
Adult,Boris.Underwood@gmail.com,Boris,Underwood,,,,,49580,School,
,Piers.arnold@gmail.com,Piers,arnold,Athol,United States,Massachusetts,218-9460 Integer Av.,9502,One-to-One Individual,255-175-7846
,Samantha.Clarkson@sympatico.ca,Samantha,Clarkson,,,,,,One-to-One Individual,
Adult,Theresa.Tucker@schools.nyc.gov,Theresa,Tucker,,,,,22282,School,
,Alison.Lawrence@icloud.com,Alison,Lawrence,Berkeley,United States,California,9289 Venenatis Av.,21802,One-to-One Individual,975-475-7617
Adult,Piers.Kerr@telus.net,Piers,Kerr,,,,,,One-to-One Individual,5599088958
Educator,Jan.Oliver@yahoo.com,Jan,Oliver,,United States,NY,,,School,
Educator,Wanda.Hardacre@dadeschools.net,Wanda,Hardacre,Coral Gables,United States,FL,"P.O. Box 657, 4966 Turpis Avenue",54812,One-to-One Individual,9926788645
,Anthony.Lewis@gmail.com,Anthony,Lewis,Starkville,United States,Mississippi,3503 Tristique St.,60655,One-to-One Individual,4679189968
Educator,Nicholas.Lyman@cedarridgehighschool.ca,Nicholas,Lyman,Kanata,Canada,ON,3503 Tristique St.,K1M 1C1,School,+8 (547) 170-6699
Adult,Liam.Jackson@gmail.com,Liam,Jackson,,,,,42392,One-to-One Individual,
Adult,Hannah.McLean@gmail.com,Hannah,McLean,Irvine,United States,California,"536-7351 Vulputate, Rd.",11118,One-to-One Individual,5409242233
Educator,David.Kerr@stratamontessori.ca,David,Kerr,Ancaster,Canada,ON,Ap #446-1206 In St.,L5H9E0,School,(955) 141-3184
,Una.Clark@aol.com,Una,Clark,Kankakee,United States,Illinois,9386 Feugiat. Ave,29374,One-to-One Individual,5552738050
,Tracey.Paige@att.net,Tracey,Paige,Lula,United States,Georgia,2829 Facilisis Rd.,73637,One-to-One Individual,1881990729
Educator,Stephen.Avery@howlettacademy.com,Stephen,Avery,Toronto,Canada,ON,2829 Facilisis Rd.,M2R 0S8,School,(983) 692-1807
Adult,lillian.mcdonald@gmail.com,lillian,mcdonald,,,,,62219,One-to-One Individual,
TBD,Liam.Martin@gmail.com,Liam,Martin,Bellingham,United States,Washington,613 Tristique St.,41998,One-to-One Individual,4023417978
Adult,Steven.Wright@we.org,Steven,Wright,TORONTO,Canada,Ontario,613 Tristique St.,M1T 3J6,School,
,,Isaac,Hunter,,,,,,One-to-One Individual,
,Emma.Hamilton@gmail.com,Emma,Hamilton,Athens,United States,Georgia,Ap #173-8577 Placerat Street,52282,One-to-One Individual,3155057075
Educator,Andrea.Parr@cogeco.net,Andrea,Parr,Ancaster,Canada,ON,Ap #173-8577 Placerat Street,L1G 7K4,School,(654) 733-5194
,,Anne,Underwood,,,,,,One-to-One Individual,
,Chloe.Martin@gmail.com,Chloe,Martin,Fairhope,United States,Alabama,Ap #609-538 Eros St.,56154,One-to-One Individual,2331634375
Educator,Sarah.Sharp@dunblaineschool.com,Sarah,Sharp,Toronto,Canada,ON,Ap #609-538 Eros St.,M3M 1A9,School,(925) 903-2200
,,Tracey,Coleman,,,,,,One-to-One Individual,
,Edward.Mitchell@gmail.com,Edward,Mitchell,PLYMPTON,United States,Massachusetts,"P.O. Box 805, 5419 Fames Rd.",3465,One-to-One Individual,50222597
Adult,Anna.Skinner@omsmontessori.com,Anna,Skinner,Ottawa,Canada,ON,"P.O. Box 805, 5419 Fames Rd.",K2S 9J1,School,(729) 494-3323
,,Joshua,Mackay,,,,,,One-to-One Individual,
,Harry.Bower@gmail.com,Harry,Bower,Thrissur,India,Kerala,320-8582 Orci. Ave,892735,One-to-One Individual,9769054557
Adult,Bella.MARTIN@aol.com,Bella,MARTIN,,,,,8782,School,
,,Austin,Morrison,,,,,,One-to-One Individual,
,BORIS.ANDERSON@hotmail.com,BORIS,ANDERSON,Kennesaw,United States,Georgia,"P.O. Box 245, 6732 Rhoncus. Road",91738,One-to-One Individual,2641792150
Educator,Caroline.Arnold@schools.nyc.gov,Caroline,Arnold,Jamaica,United States,New York,"P.O. Box 245, 6732 Rhoncus. Road",2276,School,804-646-5925
,,Alan,Paige,,,,,,One-to-One Individual,
,Anthony.Stewart@gmail.com,Anthony,Stewart,Larkspur,United States,California,"P.O. Box 786, 7709 Sit Road",75148,One-to-One Individual,716-958-3963
Adult,AMANDA.KNOX@yahoo.com,AMANDA,KNOX,,,,,72351,School,
,,Dominic,Knox,,,,,,One-to-One Individual,
,deirdre.newman@gmail.com,deirdre,newman,saint sauveur,Canada,Quebec,"3079 Pede, Ave",J4R2R1,One-to-One Individual,1568791479
Adult,THOMAS.GLOVER@yahoo.com,THOMAS,GLOVER,,,,,44682,School,
,,Diane,Piper,,,,,,One-to-One Individual,
,Brandon.Howard@gmail.com,Brandon,Howard,toronto,Canada,Ontario,"P.O. Box 414, 9782 Egestas. Rd.",m7e8n2,One-to-One Individual,558-207-7462
Adult,CHRISTIAN.HARRIS@att.net,CHRISTIAN,HARRIS,,,,,8361,School,
,,Sebastian,Knox,,,,,,One-to-One Individual,
,Christian.Dowd@gmail.com,Christian,Dowd,Campbellville,Canada,Ontario,Ap #267-776 Arcu. St.,L8P 5B8,One-to-One Individual,6902787601
Adult,ANDREA.CARR@gmail.com,ANDREA,CARR,,,,,40117,School,
,,Colin,Pullman,,,,,,One-to-One Individual,
,Sophie.Henderson@aol.com,Sophie,Henderson,LOS ANGELES,United States,California,3821 Elit Rd.,67262,One-to-One Individual,7021726477
Adult,AMANDA.RUSSELL@gmail.com,AMANDA,RUSSELL,,,,,21816,School,
,,Adrian,Morrison,,,,,,One-to-One Individual,
,Ella.Underwood@gmail.com,Ella,Underwood,Hartford,United States,South Dakota,4041 Duis Av.,55597,One-to-One Individual,9068622914
Educator,Karen.Bond@chepstowschool.net,Karen,Bond,Chepstow,Wales,Monmouthshire,Ap #217-963 Magna Avenue,NP92 4LR,School,51558 968829
TBD,,Jason,McDonald,Stanstead,Canada,QC,228-8794 Eu Ave,J2B 2E4,One-to-One Individual,
,Gavin.Arnold@gmail.com,Gavin,Arnold,Loves Park,United States,Illinois,"P.O. Box 553, 827 Vitae St.",66673,One-to-One Individual,2400296662
Educator,Stephen.Ince@kingsmonkton.org.uk,Stephen,Ince,Tredegarville,United Kingdom,Cardiff,"P.O. Box 553, 827 Vitae St.",CF70 6XL,School,28938 011470
,,Warren,Turner,,,,,,One-to-One Individual,
,Sally.Kelly@hotmail.com,Sally,Kelly,st-lucien,Canada,Quebec,"P.O. Box 724, 5956 Elit Ave",j0c 5n0,One-to-One Individual,8433134422
Educator,James.Randall@caerphilly.gov.uk,James,Randall,Newbridge Gwent,Wales,Newport,"P.O. Box 724, 5956 Elit Ave",NP83 9FR,School,52754 258467
,,Ella,Robertson,,,,,,One-to-One Individual,
,Chloe.Tucker@buffalo.edu,Chloe,Tucker,East Amherst,United States,New York,"P.O. Box 671, 4218 Enim, Ave",93284,One-to-One Individual,1740149666
Educator,Benjamin.Gill@whitchurch.cardiff.sch.uk,Benjamin,Gill,Whitchurch,United Kingdom,Cardiff,"P.O. Box 671, 4218 Enim, Ave",CF36 3XJ,School,7708588232
,,Jan,Jones,,,,,,One-to-One Individual,
,Nicola.Gibson@gmail.com,Nicola,Gibson,Everett,Canada,Ontario,"P.O. Box 959, 5627 Ut Rd.",L4m7j0,One-to-One Individual,4615796067
Educator,Emma.Walker@caerphilly.gov.uk,Emma,Walker,"Fleur De Lys, Fleur-de-lis,",United Kingdom,"Caerphilly, Wales","P.O. Box 959, 5627 Ut Rd.",NP15 3JQ,School,41868 056657
,,Cameron,Taylor,,,,,,One-to-One Individual,
,Chloe.Arnold@dslextreme.com,Chloe,Arnold,West Linn,United States,Oregon,7239 Ligula Ave,22749,One-to-One Individual,1275608718
Educator,,Benjamin,King,Usk Way,Wales,Newport,7239 Ligula Ave,NP62 8BP,School,38897 04 19 82
,,Tracey,Wilson,,,,,,One-to-One Individual,
,Maria.Bower@gmail.com,Maria,Bower,Los Angeles,United States,California,4857 Libero Avenue,94614,One-to-One Individual,248679237
Adult,Stephanie.Martin@hotmail.com,Stephanie,Martin,London,United Kingdom,London Borough of Tower Hamlets,4857 Libero Avenue,E8 9DE,School,
,,Tim,Peake,,,,,,One-to-One Individual,
,Neil.Vance@yahoo.com,Neil,Vance,Jacksonville,United States,Florida,9584 Tristique Street,88331,One-to-One Individual,202848024
Corporate,Jonathan.Ogden@virtuoso.com,Jonathan,Ogden,Fort Worth,USA,TX,9584 Tristique Street,25237,Group,(799) 872-6104
,,Benjamin,Henderson,,,,,,One-to-One Individual,
,Kimberly.Coleman@gmail.com,Kimberly,Coleman,Lancaster,United States,Ohio,Ap #437-6645 Velit. St.,17618,One-to-One Individual,145-945-6709
Corporate,Fiona.Payne@virtuoso.com,Fiona,Payne,Fort Worth,USA,TX,Ap #182-8906 Quis Avenue,24553,Group,
Corporate,Alan.Davies@fly.virgin.com,Alan,Davies,Crawley,United Kingdom,West Sussex,872-7375 Suspendisse Rd.,RH44 7NU,One-to-One Individual,281566803
,Alexandra.Blake@comcast.net,Alexandra,Blake,Sheldon Springs,United States,Vermont,275-9272 Nulla St.,291,One-to-One Individual,6133716983
Educator,Jacob.Turner@skegnessgrammar.co.uk,Jacob,Turner,skegness,United Kingdom,Lincolnshire,275-9272 Nulla St.,pe12 2qs,School,41938702
,,Emily,Murray,,,,,,One-to-One Individual,
,Sally.Miller@icloud.com,Sally,Miller,mississauga,Canada,Ontario,Ap #724-4802 Erat Road,L9N 5P7,One-to-One Individual,7389303384
Educator,David.MacDonald@wessexgardens.barnet.sch.uk,David,MacDonald,London,United Kingdom,London Borough of Barnet,Ap #724-4802 Erat Road,NW77 7RR,School,662 5219 6489
,,Carol,Glover,,,,,,One-to-One Individual,
,Yvonne.Ball@gmail.com,Yvonne,Ball,Stratford,Canada,Ontario,245-6506 Phasellus Street,N3A3T1,One-to-One Individual,062-493-1266
Adult,Bella.Knox@yahoo.com,Bella,Knox,,,,,41523,Group,
,,Christopher,Ross,,,,,,One-to-One Individual,
,Edward.parsons@hotmail.com,Edward,parsons,bellingham,United States,Washington,"P.O. Box 941, 9700 Nisi Road",1935,One-to-One Individual,762-568-1070
Adult,Charles.Davies@gmail.com,Charles,Davies,,,,,7829,Group,
,,Molly,Wilson,,,,,,One-to-One Individual,
,Leah.Alsop@gmail.com,Leah,Alsop,Maple Ridge,Canada,British Columbia,"P.O. Box 497, 6265 Euismod Rd.",V6W5X0,One-to-One Individual,683705274
Educator,Leah.James@gmail.com,Leah,James,Bronx,United States,NY,"P.O. Box 497, 6265 Euismod Rd.",84355,Group,624-329-5626
,,Sally,Ellison,,,,,,One-to-One Individual,
,Diana.Watson@cox.net,Diana,Watson,Mission Viejo,United States,California,6439 Ultrices. Ave,82847,One-to-One Individual,377-514-3741
Adult,Chloe.Thomson@ymail.com,Chloe,Thomson,,,,,95555,School,
,,Jasmine,Taylor,,,,,,One-to-One Individual,
,Natalie.Payne@plu.edu,Natalie,Payne,Fircrest,United States,Washington,8629 Lectus Rd.,94005,One-to-One Individual,3222929205
Adult,Una.Black@att.net,Una,Black,,,,,21182,School,
,,Austin,Pullman,,,,,,One-to-One Individual,
,Sarah.Arnold@comcast.net,Sarah,Arnold,Tacoma,United States,Washington,"P.O. Box 817, 5186 Quam Rd.",18363,One-to-One Individual,344-076-6658
Adult,Steven.Bailey@example.net,Steven,Bailey,,,,,84169,School,
,,Jake,Lewis,,,,,,One-to-One Individual,
,Neil.Parsons@hotmail.com,Neil,Parsons,Ravensdale,United States,Washington,7250 Et Street,84321,One-to-One Individual,7521447492
Educator,Alan.White@1gmail.com,Alan,White,Los Angeles,United States,CA,7250 Et Street,76659,School,214-072-7123
,,Alan,Mathis,,,,,,One-to-One Individual,
,Stephanie.Metcalfe@gmail.com,Stephanie,Metcalfe,LONDON,United Kingdom,London,Ap #287-2095 Eleifend St.,W85 0NA,One-to-One Individual,696051174
Educator,Katherine.Duncan@bgccornwallsdg.com,Katherine,Duncan,Cornwall,,ON,Ap #287-2095 Eleifend St.,K0H 0L5,Group,(513) 021-3866
,,Alexander,Walker,,,,,,One-to-One Individual,
,Trevor.Jackson@yahoo.com,Trevor,Jackson,Rochester,United States,New York,"P.O. Box 561, 3706 Eget Rd.",74484,One-to-One Individual,3565430814
Adult,Dylan.Bailey@experiencebell.org,Dylan,Bailey,,,,,61345,After-School Affiliate,
,,Sue,Tucker,,,,,,One-to-One Individual,
,Yvonne.Lambert@hotmail.com,Yvonne,Lambert,Aberdeen,United States,South Dakota,131-9441 Etiam St.,84642,One-to-One Individual,7891104063
Adult,NATALIE.BLAKE@yahoo.com,NATALIE,BLAKE,,,,,86948,After-School Affiliate,
,,Benjamin,Carr,,,,,,One-to-One Individual,
,Sue.Hardacre@aol.com,Sue,Hardacre,La Salle,Canada,Quebec,"P.O. Box 236, 1786 Aliquam, St.",H8N 9J8,One-to-One Individual,013-506-5397
Youth,Sean.Rees@aol.com,Sean,Rees,,United States,NY,,57668,After-School Affiliate,6941887799
,,Nathan,Vaughan,,,,,,One-to-One Individual,
,Chloe.Gray@ccsuvt.org,Chloe,Gray,Essex,United States,Vermont,Ap #245-5785 Cras Rd.,3957,One-to-One Individual,1273207549
Adult,Sean.Hodges@alfalahschool.org.uk,Sean,Hodges,London,United Kingdom,London Borough of Hackney,Ap #245-5785 Cras Rd.,E3 6BY,School,478 4597 3424
,,John,Knox,,,,,,One-to-One Individual,
,Alexander.Arnold@gmail.com,Alexander,Arnold,Toronto,Canada,Ontario,"597-5889 Est, Ave",M7C 8H5,One-to-One Individual,7341087821
Educator,Phil.Sutherland@aberdeenshire.gov.uk,Phil,Sutherland,Ellon,Scotland,Aberdeenshire,"597-5889 Est, Ave",AB71 0UX,School,65024 294303
,,Richard,Paige,,,,,,One-to-One Individual,
,Evan.McDonald@graphicroller.com,Evan,McDonald,Toronto,Canada,Ontario,956-7074 Scelerisque Rd.,M2H 6N8,One-to-One Individual,7950844694
Educator,Charles.Cornish@bassetths.org.uk,Charles,Cornish,London,United Kingdom,Kensington & Chelsea,956-7074 Scelerisque Rd.,W36 2JP,School,4732370 6151
,,Grace,Bond,,,,,,One-to-One Individual,
,Dylan.Mackay@gmail.com,Dylan,Mackay,Tulare,United States,California,Ap #586-1917 Cursus St.,56699,One-to-One Individual,039-543-7740
Educator,Alison.Randall@gmail.com,Alison,Randall,Notts,United Kingdom,Nottinghamshire,Ap #586-1917 Cursus St.,NG21LJ,School,
,,Leah,Dyer,,,,,,One-to-One Individual,
,peter.carr@me.com,peter,carr,Huntington Beach,United States,California,Ap #244-2568 Eros. St.,68604,One-to-One Individual,6746971872
Educator,Madeleine.Forsyth@bowdenhouse.towerhamlets.sch.uk,Madeleine,Forsyth,London,United Kingdom,Tower Hamlets,Ap #244-2568 Eros. St.,BN07 2JB,School,52533 943194
,,Alison,McLean,,,,,,One-to-One Individual,
,Matt.Hill@tc.genesysworks.org,Matt,Hill,Coon Rapids,United States,Minnesota,"P.O. Box 662, 5205 Vel Ave",50290,One-to-One Individual,6043719137
Educator,Edward.Lee@aberdeencity.gov.uk,Edward,Lee,Aberdeen,Scotland,Aberdeen,"P.O. Box 662, 5205 Vel Ave",AB94 3BL,School,40585 700095
,,Austin,Forsyth,,,,,,One-to-One Individual,
Educator,Joanne.Hamilton@gmail.com,Joanne,Hamilton,,Canada,ON,,,One-to-One Individual,9389784176
Educator,Michelle.James@broughton.edin.sch.uk,Michelle,James,Edinburgh,Scotland,Lothian,132 Nascetur St.,EH1 6EG,School,6377 498 5094
Youth,,Eric,Lyman,Edmonton,,Ontario,,,One-to-One Individual,(193) 553-3185
,Leah.Cornish@hotmail.com,Leah,Cornish,Fredericia,Denmark,Erritsø,131-1011 Vivamus Road,6403,One-to-One Individual,1049490
Educator,Richard.Bower@aberdeencity.gov.uk,Richard,Bower,Bucksburn,Scotland,Aberdeen,131-1011 Vivamus Road,AB08 1DG,School,49809 205324
,,Anthony,Ince,,,,,,One-to-One Individual,
,Lillian.Nolan@gmail.com,Lillian,Nolan,Toronto,Canada,Ontario,"P.O. Box 571, 3522 Nulla Ave",M0E3A5,One-to-One Individual,1150510243
Educator,Wendy.Pullman@buckstone.edin.sch.uk,Wendy,Pullman,Edinburgh,Scotland,Lothian,"P.O. Box 571, 3522 Nulla Ave",EH68 9UY,School,4177 772 8524
,,Nicola,McDonald,,,,,,One-to-One Individual,
,Nicholas.Fisher@live.ca,Nicholas,Fisher,Los Angeles,United States,California,124-4209 Quis Ave,23859,One-to-One Individual,4273943917
Educator,,Matt,Taylor,Belfast,Northern Ireland,County Antrim,124-4209 Quis Ave,BT59 5HP,School,126 9903 0786
,,Victor,Scott,,,,,,One-to-One Individual,
,William.Underwood@yahoo.com,William,Underwood,Covina,United States,California,932-7717 Elit. Rd.,74892,One-to-One Individual,998398305
Educator,Sally.Skinner@taobhnapairce.edin.sch.uk,Sally,Skinner,Edinburgh,Scotland,Lothian,932-7717 Elit. Rd.,EH5 0NQ,School,9238 224 5940
,,Sean,Peters,,,,,,One-to-One Individual,
,Jason.Ferguson@gmail.com,Jason,Ferguson,Toronto,Canada,Ontario,Ap #340-9367 Bibendum Avenue,M7V 9E3,One-to-One Individual,9007899072
Educator,Jack.McDonald@c2kni.net,Jack,McDonald,Belfast,Northern Ireland,County Antrim,Ap #340-9367 Bibendum Avenue,BT90 5QX,School,990 3630 0108
